Easting (m),Northing (m),Elevation (m),Gravity Anomaly (mGal)
322953.8272,4878967.387,1703.5,-28.5865
322956.3152,4879060.131,1703.5,-28.9504
337830.9562,4878677.875,3061.7,29.3511
353253.5398,4878316.964,1677.6,2.46516
355123.474,4878275.656,1677,4.83426
230992.4679,4882168.946,3304.9,7.89817
322942.6952,4879060.497,1703.5,-28.9796
337830.9562,4878677.875,3061.7,29.3011
353253.5398,4878316.964,1677.6,2.42516
355123.474,4878275.656,1677,4.84426
349784.1648,4878487.467,1713,-15.9535
320957.8866,4879280.664,1726.7,-28.953
389215.1765,4877782.009,1507.5,10.7896
320958.3808,4879298.88,1726.7,-28.9237
372085.4127,4878109.947,1479.1,12.3075
373686.9028,4878079.106,1476.1,13.7036
375289.9947,4878048.624,1473.1,14.3382
389202.664,4877800.439,1507.5,10.7294
366665.1306,4878310.105,1503.9,11.7997
366652.3124,4878310.364,1503.9,11.7994
216145.9978,4883161.814,3030.3,-12.7438
263133.8399,4881306.808,1970.5,-40.4241
274884.2687,4880895.343,1928.1,-40.0871
303739.8383,4880029.432,2174.7,-31.5676
303727.0202,4880029.814,2174.7,-32.3249
224149.4337,4882951.995,2493.5,-26.4713
366230.9307,4878596.458,1503.3,13.4824
366217.312,4878596.734,1503.3,13.461
315362.1999,4879879.268,1957.7,-22.3183
315349.1034,4879898.309,1957.7,-22.0846
322787.7278,4879768.468,1745,-25.6668
322787.7278,4879768.468,1745,-25.6368
277032.825,4881174.879,2160.7,-26.1442
277033.4407,4881193.095,2160.7,-25.914
266758.6522,4881733.815,1949.2,-42.2125
355677.2906,4879189.295,1685.2,6.33924
266758.6522,4881733.815,1949.2,-42.2025
268494.593,4881672.653,1939.7,-45.4661
270230.5327,4881611.948,1928.1,-48.3171
355677.2906,4879189.295,1685.2,6.33924
202942.3377,4884393.145,2378.9,-24.8876
326952.7264,4880120.963,1896.7,-21.511
206555.4557,4884398.142,2942.8,-22.9783
326953.2159,4880139.623,1896.7,-21.5358
392237.6032,4878842.749,1497.2,8.88675
214570.9352,4884157.362,2582.2,-27.7831
392225.0918,4878861.618,1497.2,8.85489
192840.1775,4885226.864,2054.6,-57.5825
192826.5597,4885227.499,2054.6,-57.6275
192827.4295,4885246.16,2054.6,-57.6104
356089.9354,4879736.012,1701.7,8.25059
240011.5136,4883290.414,2417.3,-23.9786
356089.9354,4879736.012,1701.7,8.28059
353956.1347,4879857.133,1701.7,-0.236739
353956.538,4879875.348,1701.7,-0.219612
409196.8912,4878902.542,1528.8,13.235
314309.0939,4880946.501,1974.1,-16.4553
314309.0939,4880946.501,1974.1,-16.4453
373808.6094,4879539.998,1475.5,9.89521
377052.5282,4879478.751,1469.4,14.3017
381884.7618,4879390.475,1471.5,7.56691
190569.435,4885611.621,2034.5,-62.1975
346829.9597,4880129.753,1830.3,-12.7477
354492.0364,4879956.305,1699,0.63193
190569.435,4885611.621,2034.5,-62.2476
346816.3432,4880130.069,1830.3,-12.7219
354492.0364,4879956.305,1699,0.60193
413432.3709,4879086.348,1553.3,13.6827
264656.0144,4882735.491,1943.4,-40.3281
375321.4822,4879715.011,1479.1,29.0063
413432.6142,4879104.896,1553.3,13.7195
296094.9901,4881725.269,3329.6,36.8508
296094.9901,4881725.269,3329.6,36.8108
269468.295,4882750.864,1929.9,-48.8478
356770.0224,4880276.94,1727.3,11.5299
269468.295,4882750.864,1929.9,-48.8178
356770.0224,4880276.94,1727.3,11.4999
325534.549,4881084.745,1891.5,-27.8918
325534.549,4881084.745,1891.5,-27.8518
328738.7136,4881018.992,2016.5,-12.0666
328739.1981,4881037.652,2016.5,-12.0136
305315.7952,4881780.013,2113.2,-33.2168
305302.1797,4881780.415,2113.2,-33.3864
368669.2481,4880306.985,1499,7.52309
368655.633,4880307.256,1499,7.56753
263760.6298,4883508.771,1962.9,-43.9905
263747.8158,4883509.23,1962.9,-44.0219
270689.022,4883264.112,1921.4,-49.236
273090.8499,4883181,1933.6,-40.023
245209.553,4884255.286,2819.6,-13.3413
245197.4604,4884274.442,2819.7,-13.5351
245197.4604,4884274.442,2819.7,-13.5351
401125.6509,4880203.485,1487.7,12.7857
401125.6509,4880203.485,1487.7,12.7657
259487.5325,4883959.82,2065.3,-38.8877
356789.7129,4881183.723,1790.7,9.87673
369202.3037,4880925.856,1506.6,6.39209
356790.1181,4881202.383,1790.7,9.83014
369202.6738,4880944.516,1506.6,6.37862
306700.141,4882517.464,2086.1,-28.7442
321154.8644,4882109.514,1744.1,-30.8525
306700.6848,4882536.013,2086.1,-28.9177
321141.7537,4882128.432,1744.1,-30.9126
344381.096,4881668.804,1953.2,-5.8737
352669.2747,4881478.409,1725.8,-8.13246
267237.6376,4883941.251,1962,-38.8272
344381.096,4881668.804,1953.2,-5.8437
352656.4621,4881478.695,1725.8,-8.13568
389505.7539,4880776.982,1557.2,10.8122
389493.2467,4880795.412,1557.2,10.8364
210809.5903,4886250.416,3444.9,5.44457
210810.39,4886268.632,3444.9,4.79537
373905.8789,4881149.138,1491.3,9.0165
381913.5947,4881000.884,1472.4,11.2385
231008.2948,4885505.999,3325.4,-4.41263
261105.3334,4884346.086,2014.4,-44.5758
319415.0196,4882490.626,1749.6,-22.577
261105.3334,4884346.086,2014.4,-44.6058
261238.2644,4884341.268,2029.6,-41.5484
319415.0196,4882490.626,1749.6,-22.587
274203.911,4884050.984,2048.5,-30.1991
394515.9596,4881028.017,1518.2,10.9817
274190.9373,4884070.111,2048.5,-30.3222
394503.4463,4881046.882,1518.2,10.9467
394853.0333,4881170.951,1510.2,11.7755
398736.533,4881110.17,1492.9,12.3266
192091.1047,4887543.881,2028.1,-57.4859
192104.7178,4887543.245,2028,-57.4974
269526.5592,4884416.972,1923.2,-47.1287
291439.5735,4883687.053,3508,46.8101
334385.1495,4882468.119,3427.8,57.0706
269526.5592,4884416.972,1923.2,-47.1587
291439.5735,4883687.053,3508,46.8101
334385.1495,4882468.119,3427.8,57.0206
234978.0434,4885808.499,2382.9,-25.9856
212304.9811,4886797.136,2899.8,-16.3856
347484.2102,4882429.668,1836.7,-10.3597
347470.5985,4882429.983,1836.7,-10.3509
312255.8383,4883413.18,2121.7,-23.0029
216242.1726,4886941.378,2699,-29.014
190248.1574,4888168.335,2018,-61.4958
320306.7713,4883336.712,1741.9,-27.648
190248.1574,4888168.335,2018,-61.4958
190261.7695,4888167.695,2017.9,-61.546
320293.16,4883337.083,1741.9,-27.6477
269425.0707,4884976.238,1914.4,-47.9463
349892.5977,4882652.1,1758.1,-6.02926
349878.9866,4882652.41,1758.1,-6.02635
391621.7823,4881982.305,1575.8,9.95983
256527.5454,4885607.426,2127.2,-30.2611
223754.7808,4886918.637,1893.1,-33.7964
307863.3808,4883928.631,2044.9,-35.6885
361786.1902,4882577.229,2335.1,20.1167
307849.7699,4883929.028,2044.9,-35.7864
361786.1902,4882577.229,2335.1,20.0667
223754.7808,4886918.637,1893.1,-33.3964
248722.5286,4885937.46,2793.8,-17.3057
322756.9745,4883604.044,1858.4,-25.6346
322744.1645,4883604.389,1858.4,-25.6145
257415.7583,4885778.312,2097,-29.9851
205908.968,4887895.672,3088.2,-14.0908
200479.0487,4888177.402,2438.4,-39.4475
200467.0873,4888196.646,2438.4,-39.5311
200453.4764,4888197.265,2438.4,-39.4809
373936.3299,4882741.448,1512.4,9.84845
375538.2877,4882711.004,1500.8,15.0072
377138.6438,4882680.978,1485.2,16.6179
405158.8112,4882218.258,1514.5,9.67245
201368.9573,4888322.524,2643.2,-31.6109
378740.9357,4882669.528,1474.9,13.89
191793.9657,4888893.744,2016.9,-51.8749
324291.3043,4884026.013,1930.9,-21.6797
325891.6438,4883983.533,1986.1,-18.809
327493.5837,4883941.4,2060.1,-10.9182
191780.3553,4888894.382,2016.9,-52.2056
261432.3311,4886002.429,2023.2,-43.7943
325878.8346,4883983.872,1986.1,-18.8858
327479.974,4883941.757,2060.1,-11.0371
216320.4867,4887828.153,2970.8,-20.2839
229387.5902,4887371.051,2754.7,-12.6017
307887.6713,4884761.676,2044.3,-36.3821
307874.0621,4884762.073,2044.3,-36.4662
310009.3746,4884737.388,2053.1,-29.298
309996.5661,4884737.758,2053.1,-29.3049
372985.6215,4883278.039,1542.6,6.66502
264247.6376,4886271.857,1965.9,-46.9674
267316.1073,4886162.733,1922,-43.0915
372985.6215,4883278.039,1542.6,6.63502
214856.2315,4888281.124,3076.3,-6.23063
328105.6076,4884370.22,2062.3,-6.86803
328092.4742,4884388.791,2062.3,-7.35683
401166.4524,4882924.817,1503,11.4215
401166.7273,4882943.143,1503,11.4164
205401.088,4888808.66,3035.2,-15.6928
372136.8568,4883572.123,1538,1.94972
372136.8568,4883572.123,1538,1.95972
350805.178,4884039.267,1772.1,-9.10638
350791.9898,4884058.124,1772.1,-9.14035
320351.1965,4884965.921,1753.5,-27.2339
320337.5885,4884966.292,1753.5,-27.2042
350730.16,4884263.112,1783.1,-7.46205
350731.0031,4884300.321,1772.1,-10.1988
350851.0709,4884297.602,1777.9,-8.21377
350717.3954,4884300.63,1772.1,-10.1987
350851.0709,4884297.602,1777.9,-8.21377
183698.3905,4890483.981,1995.5,-48.0117
191306.2756,4890196.913,2008.9,-55.8578
401164.506,4883702.515,1512.1,12.5413
191307.1303,4890215.129,2008.9,-55.871
401151.1725,4883720.934,1512.1,12.4966
245003.9179,4887934.321,2098.5,-27.8204
245003.9179,4887934.321,2098.5,-27.7904
245017.5252,4887933.794,2098.4,-28.023
308401.1285,4885914.198,2020.2,-36.7716
308388.8618,4885933.12,2020.2,-36.7847
351796.885,4884831.564,1799.2,-10.9582
351796.885,4884831.564,1799.2,-10.9883
372886.9695,4884390.843,1542.9,6.81637
373967.4837,4884370.083,1534.9,13.6581
240396.6662,4888318.541,1919.6,-28.3818
317889.7022,4885756.034,1794.4,-21.7548
319490.4667,4885711.965,1762.4,-26.4653
317876.6117,4885775.07,1794.4,-21.6461
319477.3717,4885730.998,1762.4,-26.5066
269509.3152,4887382.994,1914.1,-46.0967
269496.5091,4887383.443,1914.1,-46.0838
185616.9828,4890893.134,1996.7,-54.5963
203546.7763,4890079.066,2269.2,-32.6911
210703.2148,4889909.11,3013.8,-12.4363
252951.9073,4888243.145,2908.4,-31.5624
233833.0593,4889248.341,2373.4,-23.9956
257524.8364,4888369.74,2277.2,-31.6373
257511.231,4888370.241,2277.2,-31.6408
191058.5761,4891191.63,1999,-53.8682
191059.4525,4891210.291,1999.1,-53.8671
191046.6472,4891210.892,1999.1,-53.8147
346082.5292,4885870.342,1855.6,-15.1452
374491.4127,4885267.639,1574.9,16.2452
374532.2265,4885266.862,1571.9,15.8458
346082.9653,4885889.002,1855.6,-15.1175
374491.7683,4885286.299,1574.9,16.1835
374518.9774,4885285.781,1571.9,15.8275
374412.0952,4885306.374,1569.7,15.6988
374399.2909,4885306.618,1569.7,15.6544
416839.8673,4884652.231,1634.3,3.90013
416840.1029,4884670.891,1634.3,3.85809
349688.419,4885990.97,1797.1,-16.1084
354222.6323,4885889.029,1916,0.09924
349688.419,4885990.97,1797.1,-16.1184
354222.6323,4885889.029,1916,0.06924
375433.4861,4885638.864,1520,14.7906
375433.4861,4885638.864,1520,14.8006
308721.6066,4887294.467,1999.5,-33.9975
224857.2381,4890266.452,1877.4,-34.4887
224857.2381,4890266.452,1877.5,-34.468
308682.3954,4887295.606,1999.4,-34.6562
224857.9999,4890284.669,1877.5,-34.7154
308669.321,4887314.217,1999.4,-34.7135
211173.701,4890889.95,3010.2,-10.4993
257951.5506,4889076.997,2382.6,-24.7599
257938.6331,4889096.158,2382.6,-24.5952
316821.6321,4887212.155,1852.5,-24.4891
316821.6321,4887212.155,1852.5,-24.4591
377199.0383,4885920.145,1500.8,12.1185
207277.5775,4891303.361,3026.6,-11.2036
196862.7319,4891812.107,2831.9,-24.9766
320774.3957,4887269.972,1777.9,-23.4944
196862.7319,4891812.107,2831.9,-24.9566
196875.5355,4891811.517,2831.9,-24.8104
320760.7925,4887270.343,1777.9,-23.5345
254001.4866,4889520.023,2347.5,-25.0349
262085.9743,4889315.267,1979.3,-45.6989
294895.1477,4888248.214,2700.2,-11.0589
294895.1477,4888248.214,2700.2,-11.0589
408411.5598,4885801.082,1559.3,5.80056
349309.0579,4886907.241,1799.2,-17.4002
349309.4749,4886925.457,1799.2,-17.3515
401213.1031,4886034.797,1522.8,10.3334
401213.1031,4886034.797,1522.8,10.3234
239380.6294,4890657.561,1919.3,-28.2596
239381.3688,4890676.222,1919.3,-28.6426
239382.1082,4890694.883,1919.3,-28.6711
264506.3977,4889784.39,1940.3,-49.8331
375576.5104,4886895.383,1523.6,16.203
320359.0532,4888189.102,1779.1,-24.9721
349321.7638,4887462.268,1798.9,-15.7773
320359.5626,4888207.762,1779.1,-24.9833
349322.191,4887480.928,1798.9,-15.7997
190491.7938,4893055.456,1988.4,-52.5336
405299.8291,4886456.229,1550.8,8.7751
190479.0496,4893074.313,1988.5,-52.5356
190479.9282,4893092.974,1988.5,-52.5935
348898.7296,4887620.326,1816.6,-14.5784
376180.3885,4887087.44,1517.2,13.4431
308928.4178,4888900.38,1971.4,-36.2352
377091.4456,4887274.252,1520,11.6944
308928.4178,4888900.38,1971.4,-36.2152
201845.4461,4892957.507,2212.8,-43.4298
393308.7273,4887194.819,1515.7,12.4618
398147.8841,4887118.155,1491,6.34802
305978.9149,4889319.985,2069.6,-36.9645
305979.4653,4889338.645,2069.6,-36.9896
315912.6604,4889071.874,1865.6,-24.4474
315912.6604,4889071.874,1865.6,-24.4074
218395.981,4892580.076,2200.9,-32.6286
218383.1612,4892598.875,2200.9,-32.8522
218383.9606,4892617.536,2200.9,-32.9604
267746.0746,4890781.576,1933.6,-50.2122
337223.2189,4888695.401,2575,2.67408
409579.8054,4887303.34,1575.2,5.07226
267746.0746,4890781.576,1933.6,-50.2522
337210.4195,4888695.718,2575,4.51138
409566.2063,4887303.527,1575.2,5.07231
215791.9591,4892914.594,2614.7,-27.3728
215792.7659,4892933.255,2614.8,-27.4915
215779.9539,4892952.059,2614.8,-27.4525
282031.9246,4890459.289,2468.2,-20.0987
340680.6742,4888777.367,2036,-13.5277
282018.9292,4890477.956,2468.2,-20.0964
340681.1153,4888795.583,2036,-13.365
213771.2535,4893132.143,2827.9,-16.3949
213771.2535,4893132.143,2827.9,-16.4349
320445.2107,4889409.687,1789.8,-26.123
320445.2107,4889409.687,1789.8,-26.113
320432.4118,4889410.036,1789.7,-26.4637
378841.7909,4888149.228,1490.1,10.3075
256160.9203,4891571.323,2466.4,-21.5503
256160.9203,4891571.323,2466.4,-21.6003
204545.794,4893855.785,2712.4,-18.0475
313360.1057,4889884.581,1916.3,-30.0455
313360.1057,4889884.581,1916.3,-30.0755
309804.5749,4890097.601,1954.7,-37.8745
309791.5166,4890116.655,1954.7,-37.9595
348292.4653,4889134.658,1835.8,-15.548
402844.7863,4888195.207,1538.6,7.7371
357241.0357,4889100.954,2884,31.5477
227503.8731,4893197.562,1830.6,-29.8248
357228.2381,4889101.232,2884,30.8894
379903.9322,4888648.189,1494.4,11.0883
227504.6467,4893216.223,1830.6,-29.7428
227491.8041,4893235.003,1830.6,-29.5745
314251.2509,4890229.968,1895.8,-30.5606
314237.6534,4890230.353,1895.8,-30.4833
311253.4002,4890370.905,1931.2,-33.3528
186695.6206,4895294.566,2002.2,-54.736
186722.8159,4895293.269,2002.2,-54.2348
186709.2183,4895293.918,2002.2,-54.2317
186736.4135,4895292.621,2002.2,-54.4988
376816.121,4888982.837,1552.6,8.30765
380297.6676,4889048.337,1498.4,12.8485
380298.0051,4889066.886,1498.4,12.8053
371940.509,4889242.95,1635.5,1.85237
303587.0386,4891002.967,2147.9,-30.8122
320022.042,4890532.593,1802.6,-28.123
303587.0386,4891002.967,2147.9,-30.8222
320009.2453,4890532.943,1802.6,-28.1313
212865.4907,4894414.303,3149.2,4.22157
212891.8953,4894431.735,3149.2,3.73467
212879.0984,4894432.294,3149.2,3.44027
311254.1531,4890871.238,1931.2,-33.4182
206789.4053,4894756.881,2702.3,-21.7564
373224.458,4889440.194,1616.6,11.5793
229758.8646,4893808.986,1807.1,-24.0106
229746.0355,4893828.206,1807.2,-23.8083
229746.0355,4893828.206,1807.2,-23.8583
206659.9503,4894837.008,2702.3,-21.9383
229746.803,4893846.867,1807.1,-24.2368
229747.5521,4893865.083,1807.1,-24.2279
296730.9645,4891489.631,2314.3,-18.2008
296730.9645,4891489.631,2314.3,-18.2308
367459.3111,4889850.193,1698.3,-12.3368
367445.7157,4889850.467,1698.3,-12.3248
189434.7465,4895851.284,1970.5,-51.0648
189435.6289,4895869.946,1970.5,-51.1259
312531.8222,4891242.213,1916.3,-34.6042
312532.3543,4891260.874,1916.3,-34.6133
312533.4058,4891297.75,1916.2,-35.0691
312533.9379,4891316.41,1916.2,-35.0679
315281.231,4891275.553,1876.7,-31.6381
315281.7553,4891294.214,1876.7,-31.6723
269418.2588,4892761.688,2030.9,-41.9386
269418.2588,4892761.688,2030.9,-41.9686
313964.3163,4891405.507,1895.2,-33.5486
313950.7212,4891405.891,1895.2,-33.5517
347380.5845,4890637.368,1852.5,-15.9171
300412.5857,4891914.15,2272.3,-27.3296
189704.9723,4896209.675,1975,-51.6716
300412.5857,4891914.15,2272.3,-27.2896
189705.833,4896227.892,1975.1,-51.6614
256509.4828,4893412.241,2295.7,-27.5538
267158.3758,4893026.311,1947.6,-49.6395
189705.833,4896227.892,1975.1,-51.6314
256495.8878,4893412.745,2295.7,-27.7216
267158.3758,4893026.311,1947.6,-49.6195
256446.4366,4893526.139,2295.1,-27.8564
256447.1117,4893544.355,2295.1,-27.9215
187304.4383,4896564.673,1980.5,-52.5228
269837.562,4893302.714,2050.3,-40.9022
343538.1584,4891135.103,1951.9,-29.2786
269837.562,4893302.714,2050.3,-40.8822
343538.1584,4891135.103,1951.9,-29.3186
347377.7317,4891100.412,1855,-15.6581
347377.7317,4891100.412,1855,-15.6381
236067.5317,4894646.67,1761.1,-27.1386
236094.7201,4894645.577,1761.1,-28.0543
236095.4698,4894664.238,1761.1,-27.6381
181265.6502,4897114.539,2352.4,-26.3657
198260.3534,4896349.029,2864.8,-23.1553
253731.3238,4894072.038,2175.4,-34.8602
319154.0741,4891945.985,1815.1,-29.6869
402461.4413,4890182.164,1569.4,7.08471
253717.7299,4894072.548,2175.4,-34.8594
319154.0741,4891945.985,1815.1,-29.6769
402447.8479,4890182.366,1569.1,7.83654
263320.0773,4893905.035,1944.9,-40.7935
265052.8444,4893842.844,1932.4,-48.4507
396679.9584,4890455.67,1529.4,14.172
401225.4185,4890478.579,1549.3,5.0775
250760.3121,4894554.934,2452.1,-31.0795
346778.6512,4891725.58,1875.4,-19.448
245687.1641,4894860.507,1967.3,-30.0923
346765.8582,4891725.878,1875.4,-19.4071
245674.2937,4894879.694,1967.4,-30.1127
245661.4061,4894898.437,1967.4,-30.1183
370900.0417,4891263.136,1683.1,-9.01537
375337.5447,4891177.486,1716,2.81849
346756.9471,4891892.675,1875.1,-19.2776
208474.4606,4896592.412,2706.6,-10.0794
346717.4657,4891949.162,1875.1,-20.4522
346717.4657,4891949.162,1875.1,-20.4122
259074.6112,4894596.895,2531.9,-20.6631
395529.8834,4891010.79,1563.6,16.5751
259075.2957,4894615.555,2531.9,-20.8558
395530.18,4891029.45,1563.6,16.5248
259117.425,4894650.937,2534.4,-19.8934
259104.5171,4894670.096,2534.4,-19.9532
245490.9003,4895313.302,1897.1,-32.3796
329920.182,4892585.015,3334.8,29.1253
245490.9003,4895313.302,1897.1,-32.4196
329906.5903,4892585.367,3334.8,29.0523
404076.0754,4891269.587,1561.2,6.55203
404063.2838,4891269.774,1561.2,6.52849
373830.5702,4891798.804,1780,-0.476279
187748.8402,4898324.695,1968,-49.0996
271494.8348,4894912.909,2139,-22.1993
271494.8348,4894912.909,2139,-22.2493
386056.361,4892001.462,1537.1,10.3634
386042.7708,4892001.698,1537.1,10.3248
401605.1462,4891750.276,1564.8,6.15542
401591.8354,4891769.139,1564.8,6.16196
403378.5548,4891798.066,1563.6,5.83756
283491.9528,4894691.855,2331.4,-25.3763
283491.9528,4894691.855,2331.4,-25.3463
391401.9716,4892096.162,1554.1,12.2314
401396.1434,4892049.593,1561.4,5.24871
321590.9278,4893750.583,1942.1,-27.5905
321577.3381,4893750.952,1942.1,-27.5976
371925.4584,4892576.564,1687,-0.782193
337780.6253,4893442.008,2393.6,-19.6433
337780.6253,4893442.008,2393.6,-19.6933
203137.6485,4898185.557,2092.4,-34.8882
400305.908,4892232.577,1577.3,6.56471
192638.4063,4898947.519,2738.9,-28.7785
406226.2433,4892441.714,1602.3,4.93531
395422.8758,4892678.882,1548.1,12.4042
395423.1728,4892697.543,1548.1,12.3774
317290.8867,4894498.494,1840.1,-47.3765
317290.8867,4894498.494,1840.1,-47.3365
288598.1343,4895452.292,2309.7,-32.3684
345603.3228,4893864.748,1886.4,-30.0185
288585.3452,4895452.704,2309.7,-32.3237
345603.3228,4893864.748,1886.4,-29.9785
369476.0212,4893383.912,1735.2,-17.6684
345484.8018,4893959.999,1890,-28.6269
388767.91,4893177.265,1570,17.6166
399358.8643,4893043.365,1582.5,7.91765
399358.8643,4893043.365,1582.5,7.91765
208170.1949,4898776.339,2795.9,-13.3312
221401.8811,4898256.881,2675.5,-24.8129
221402.6733,4898275.542,2675.5,-24.6004
299000.7955,4895477.739,2199.7,-25.8595
298987.7758,4895496.705,2199.7,-26.0686
373841.0701,4893761.533,1774.5,-5.47524
237358.2058,4897858.588,1724.6,-25.6777
237383.7822,4897857.565,1724.5,-26.1574
237370.994,4897858.077,1724.5,-26.1129
186007.8716,4900188.976,1929.9,-46.8951
186007.8716,4900188.976,1929.9,-46.8951
388815.3903,4893620.656,1569.4,12.3354
388815.7061,4893639.316,1569.4,12.3302
415909.4154,4893255.258,1695.9,-2.52236
418999.9742,4893216.422,1696.5,-4.28568
