Easting (m),Northing (m),Elevation (m),Gravity Anomaly (mGal)
301735.5545,4862598.522,1749.2,-44.9908
323021.6784,4861996.569,1781.9,-13.6623
301333.6801,4862629.11,1755.6,-46.6359
301736.1088,4862617.071,1749.2,-45.0245
323022.1731,4862015.117,1781.9,-13.7285
412878.6065,4860301.329,1502.9,24.0709
273424.5355,4863616.628,2441.4,-36.3479
295690.3451,4862967.271,1768.1,-48.359
365208.8622,4861209.298,1477.1,23.8478
294512.5775,4863022.217,1772.7,-46.1038
365208.8622,4861209.298,1477.1,23.7978
293848.4376,4863228.156,1782.8,-44.0342
330394.9751,4862193.105,1569.7,-11.0649
261586.5645,4864309.413,2219.5,-36.3966
293848.4376,4863228.156,1782.8,-44.0642
330394.9751,4862193.105,1569.7,-11.0149
224079.0027,4865838.466,3160.1,-2.91253
411317.5232,4860710.584,1485.9,24.6976
256342.4071,4864611.245,2167.7,-28.0037
256342.4071,4864611.245,2167.7,-27.9937
256342.4071,4864611.245,2167.7,-28.2037
185888.8883,4867630.879,2162.9,-36.3982
246331.7261,4865042.273,2139.1,-27.4012
256371.7565,4864665.778,2178.4,-24.4944
327051.5875,4862446.135,1669.4,-20.3496
355899.2267,4861756.849,1508.2,11.4349
372966.5879,4861408.137,1461.2,17.797
185876.9159,4867650.037,2162.9,-36.4612
246332.4358,4865060.822,2139.1,-27.4297
256372.438,4864684.327,2178.4,-24.7227
327052.0711,4862464.684,1669.4,-20.3369
355899.6296,4861775.398,1508.2,11.4539
372966.943,4861426.686,1461.2,17.7522
185864.9488,4867669.307,2162.8,-37.1977
292893.2546,4863535.747,1781.8,-45.1085
361471.8915,4861804.725,1470.1,23.0397
335490.8063,4862435.323,1581.3,-11.4968
335490.8063,4862435.323,1581.3,-11.5168
286218.2216,4863877.301,2257,-26.9291
290582.3824,4863756.737,1789.1,-41.0438
245418.7121,4865355.579,2161.6,-25.0427
245419.4115,4865373.795,2161.6,-24.9529
289006.1046,4863917.881,1880.6,-34.4006
324251.5697,4862908.96,1736.8,-20.9515
392248.8991,4861456.071,1457.6,12.0043
403760.775,4861279.113,1478,23.8429
353431.6406,4862200.051,1552.3,-7.14127
392248.8991,4861456.071,1457.6,12.0543
403760.775,4861279.113,1478,23.8229
251367.7126,4865277.861,2137.2,-25.6793
251367.7126,4865277.861,2137.2,-25.6693
405942.5585,4861284.598,1467,25.006
380324.2513,4861752.77,1457.8,12.4372
391862.4975,4861554.679,1457.5,11.615
401566.425,4861403.62,1460.6,21.0531
399960.7773,4861464.962,1460.3,20.335
371157.0328,4861980.02,1463,19.4403
371143.38,4861980.285,1463,19.4001
397472.2488,4861521.169,1459.9,19.3084
372242.9154,4862088.684,1463.6,18.7333
372230.066,4862088.931,1463.6,18.7235
195600.9416,4867901.186,2194.2,-48.1347
195600.9416,4867901.186,2194.3,-46.5129
302042.2799,4863905.268,1783,-42.9853
219698.0556,4866893.741,3318.1,-0.61843
219684.4025,4866894.318,3318.1,-1.15623
291642.7708,4864242.104,1788.8,-41.4215
403042.8451,4861678.16,1467.3,21.5028
297840.809,4864068.818,1775.1,-52.391
403043.1162,4861696.708,1467.3,21.4491
197868.4375,4867908.602,2225,-50.6034
197869.2884,4867927.263,2225,-50.5165
226260.1557,4866712.361,3570.4,30.112
226260.1557,4866712.361,3570.4,30.152
362824.8684,4862498.863,1471.6,24.6636
362825.2543,4862517.523,1471.6,24.6494
323194.9869,4863492.446,1736.4,-17.5018
323194.9869,4863492.446,1736.4,-17.4618
360738.8521,4862635.112,1480.7,21.1778
365985.9892,4862527.025,1479.5,22.6438
360738.8521,4862635.112,1480.7,21.1778
365972.3374,4862527.301,1479.5,22.6054
275618.6178,4865098.816,2660.3,-21.3329
275619.2344,4865117.032,2660.3,-21.3163
386399.1308,4862312.683,1470.3,7.87442
325613.9196,4863798.96,1685.2,-25.0756
325613.9196,4863798.96,1685.2,-25.0756
384233.8637,4862516.659,1459.3,8.56379
356530.4366,4863076.721,1504.8,13.6087
356530.8378,4863095.27,1504.8,13.5953
188484.2765,4868881.295,2143.3,-40.9232
188443.3204,4868883.221,2143.3,-38.8335
188484.2765,4868881.295,2143.3,-40.8932
195149.6756,4868571.208,2186.9,-45.6951
387849.9008,4862602.851,1466,8.43136
364349.9527,4863060.073,1473.1,23.6139
364349.9527,4863060.073,1473.1,23.6239
331106.4673,4863842.067,1571.5,-7.28819
356774.9352,4863238.006,1504.2,13.9221
331106.4673,4863842.067,1571.5,-7.31819
356774.9352,4863238.006,1504.2,13.9221
389458.5296,4862686.833,1471.8,10.3011
365477.8949,4863222.325,1470.1,22.0423
365478.2734,4863240.985,1470.1,21.9973
294508.7968,4865079.329,1805.3,-42.226
194563.5967,4868950.616,2182.3,-48.3795
194550.806,4868969.906,2182.3,-48.416
360059.4057,4863445.902,1490.8,19.728
360046.5584,4863446.173,1490.8,19.7293
330526.3936,4864190.514,1570.3,-7.86549
330526.8592,4864208.729,1570.3,-7.88197
290290.8288,4865544.744,1798.3,-37.3724
290290.8288,4865544.744,1798.3,-37.4124
378358.6517,4863343.985,1457.8,14.0989
411960.7621,4862812.77,1486.8,23.2772
336619.8684,4864259.726,1698.3,-5.47143
366569.728,4863589.385,1466.7,21.3418
376887.2445,4863389.804,1457.6,15.0118
290237.6222,4865565.106,1798.3,-36.9773
376887.2445,4863389.804,1457.6,15.0118
405965.9196,4862932.386,1469.1,23.7312
408735.964,4862893.688,1473.1,23.8119
291938.603,4865548.406,1805.6,-40.2623
380353.3051,4863363.248,1457.8,12.6927
400788.2127,4863026.042,1460.6,20.5548
326842.1404,4864674.495,1634,-22.1841
303156.7726,4865354.183,1828.8,-35.5335
326842.6278,4864693.154,1634,-22.2025
356951.9036,4863993.357,1505.7,15.1122
212894.7397,4868668.61,3013.5,-11.4349
356951.9036,4863993.357,1505.7,15.1122
361369.3909,4863973.748,1487.7,21.9939
361369.3909,4863973.748,1487.7,22.0239
248802.4434,4867284.081,2117.4,-28.239
248803.1466,4867302.63,2117.4,-28.2446
297916.978,4865697.188,1888.5,-39.737
370124.8505,4864000.243,1460.9,18.3963
370124.8505,4864000.243,1460.9,18.4263
189599.2541,4870072.287,2147,-43.1934
189599.2541,4870072.287,2147,-43.2134
290753.4917,4866197.322,1799.5,-37.3768
391752.1975,4863852.627,1464.6,12.3542
391752.5021,4863871.286,1464.6,12.3007
198347.3731,4869871.806,2244.8,-47.6188
198347.3731,4869871.806,2244.8,-47.6188
391889.4833,4863998.257,1464.8,12.3218
328467.5965,4865391.571,1584.4,-15.732
359082.0825,4864670.011,1507.2,18.626
328467.5965,4865391.571,1584.4,-15.782
359082.0825,4864670.011,1507.2,18.646
216693.7481,4869395.593,3140.6,-8.95753
249543.7159,4868090.143,2105.3,-27.5594
328472.3884,4865576.723,1583.4,-16.1884
331629.7779,4865495.759,1586.2,-7.30968
356316.4005,4864914.62,1515.2,17.0298
249530.068,4868090.659,2105.3,-27.5959
289282.9093,4866706.997,1804.7,-34.9424
328472.3884,4865576.723,1583.4,-16.2284
331616.9332,4865496.085,1586.2,-7.35046
356302.7531,4864914.916,1515.2,16.9959
233500.929,4868716.192,2350,-24.0083
233501.6799,4868734.852,2350,-24.0231
225826.3992,4869196.681,2990.7,-1.74673
322054.5077,4865912.995,1711.7,-14.6778
389487.846,4864445.586,1465.2,11.1178
322054.9968,4865931.21,1711.7,-14.7765
389488.1497,4864463.801,1465.2,11.0927
190947.5044,4870788.449,2140.9,-47.8004
190948.3548,4870806.666,2140.9,-47.8013
201466.8566,4870361.404,2271,-41.8879
201454.0303,4870380.235,2271,-41.9822
362064.0377,4865162.984,1496.3,24.6618
402642.4602,4864442.747,1466.7,19.6583
362064.0377,4865162.984,1496.3,24.6118
402642.4602,4864442.747,1466.7,19.7083
249774.8619,4868526.555,2104.6,-28.7379
249775.5669,4868545.215,2104.6,-28.7406
197141.0151,4870761.681,2226.2,-49.0546
197141.0151,4870761.681,2226.2,-49.0146
357652.53,4865422.833,1522.5,16.9672
357652.53,4865422.833,1522.5,16.9672
373572.8991,4865100.013,1459.3,16.2485
375178.3381,4865069.583,1459.3,16.876
405989.0145,4864560.964,1469.4,22.4163
379995.3272,4865017.946,1459,13.5061
385333.3719,4864923.445,1460.9,10.3262
192168.927,4871102.225,2147.3,-47.1167
192155.2799,4871102.859,2147.3,-47.1261
237045.4504,4869223.877,2282.9,-22.7918
237031.8037,4869224.419,2282.9,-22.7247
274575.9543,4867913.852,2520,-28.1669
274576.5894,4867932.512,2520,-27.671
303607.6082,4867008.216,1869,-23.7622
262938.437,4868375.755,3051.7,-17.2951
262925.4587,4868394.903,3051.7,-18.9297
292976.8644,4867498.553,1922.6,-36.0554
307414.6386,4867137.347,1956.5,-20.0329
307414.6386,4867137.347,1956.5,-20.0529
368098.2365,4865725.601,1463,18.3857
368084.9539,4865744.087,1463,18.3322
412913.2999,4865022.029,1484.9,23.2601
243531.1045,4869599.694,2209.1,-24.0814
352851.8371,4866268.769,1579.5,3.08376
386295.8528,4865610.463,1464.3,10.3618
352852.249,4866287.317,1579.5,3.0699
386296.1711,4865629.011,1464.3,10.3261
358191.3384,4866207.785,1526.1,16.5806
329015.7597,4866896.514,1609.6,-16.1346
329016.2413,4866915.173,1609.6,-16.1977
386417.6661,4865738.028,1464.2,10.1386
287323.4561,4868252.371,1812.6,-27.9498
402497.4549,4865556.015,1463.6,20.7883
287309.8115,4868252.809,1812.6,-28.2083
402484.6133,4865556.204,1463.6,20.804
220894.6656,4870793.261,3285.7,7.02277
383745.8084,4865969.573,1460.6,11.2251
287127.3523,4868425.45,1847.7,-28.2545
286714.3915,4868475.54,1951,-28.6044
413938.1861,4865619.615,1483,23.5536
288547.9226,4868454.099,1820.8,-32.8987
279829.9637,4868830.726,1974.8,-32.4196
324654.6448,4867510.897,1625.8,-27.3523
324641.4833,4867529.474,1625.8,-27.3199
367194.842,4866724.883,1467.9,19.1973
376945.681,4866536.581,1459.7,16.1212
367181.1988,4866725.157,1467.9,19.1682
376945.681,4866536.581,1459.7,16.1012
239990.5764,4870516.387,2251.5,-20.1912
239990.5764,4870516.387,2251.6,-19.8692
416871.1825,4865933.864,1487.4,22.0247
239991.3094,4870535.048,2251.6,-20.2592
274648.4433,4869264.582,2150.3,-30.9956
416858.5762,4865952.685,1487.4,22.0461
413648.7057,4866011.96,1483,23.249
407255.2472,4866117.037,1480.4,22.0754
407255.2472,4866117.037,1480.4,22.0654
208679.6333,4871894.876,2892.5,-15.2307
404019.2031,4866200.011,1465.7,20.946
405691.6535,4866175.992,1483.4,21.7804
408780.5495,4866132.742,1481.6,21.9157
371866.4384,4866799.875,1460.9,17.2932
286826.7796,4869046.643,1819.2,-27.1002
194092.377,4872701.345,2144.8,-52.9721
194093.2398,4872720.005,2144.8,-52.9392
216178.7815,4871772.747,2172.3,-32.7567
284784.5243,4869242.135,1874.8,-25.1102
287032.7717,4869206.794,1819.9,-30.1674
233705.2203,4871155.881,3134.9,5.73427
233705.9533,4871174.097,3134.9,6.54337
293026.6347,4869090.866,2009.2,-30.6413
293027.2041,4869109.082,2009.2,-30.6702
287089.9059,4869334.71,1821.5,-30.1953
292988.8156,4869165.872,2009.2,-30.3137
194388.6238,4873003.226,2144.9,-54.1948
223693.4209,4871714.528,2284.1,-27.1788
321464.8081,4868355.492,1781.2,-17.4305
349404.707,4867661.181,1794.4,10.3387
194388.6238,4873003.226,2144.9,-54.1848
223693.4209,4871714.528,2284.1,-27.1988
287237.9478,4869366.865,1824.8,-29.5952
321451.1659,4868355.86,1781.2,-17.4359
349404.707,4867661.181,1794.4,10.3087
287415.6515,4869472.231,1826,-30.2382
193727.8903,4873219.343,2134.8,-53.6823
323074.7189,4868497.568,1692.2,-21.4459
193727.8903,4873219.343,2134.8,-53.7123
323061.0771,4868497.932,1692.2,-21.444
287593.353,4869577.713,1834.8,-30.5802
250697.5349,4870975.645,2097.6,-24.8973
250683.8931,4870976.158,2097.6,-24.9561
250698.2379,4870994.305,2097.6,-25.2187
329752.2433,4868489.119,1664.2,-12.7281
250698.9408,4871012.965,2097.6,-25.2324
287745.7609,4869721.257,1841.9,-31.2993
329752.723,4868507.779,1664.2,-12.7306
287856.4217,4869865.698,1845.6,-31.6714
285491.2684,4869979.28,1849.2,-26.8508
365653.9225,4867941.099,1487.1,20.6834
287994.5789,4869991.024,1854.2,-31.8522
383587.6111,4867657.441,1461.2,9.20799
383575.0932,4867675.882,1461.2,9.21456
288158.6163,4870096.958,1859.8,-31.9324
383683.1134,4867748.2,1462.1,9.84272
331371.2652,4869003.51,1729.1,-9.2838
303957.139,4869777.283,1946.4,-22.4487
331371.7405,4869022.169,1729.1,-9.34531
288165.1396,4870300.774,1873.7,-31.9312
193751.0532,4873997.47,2131.1,-55.7568
193738.2764,4874016.763,2131.1,-55.7725
357437.7298,4868501.922,1497.8,11.185
357424.0898,4868502.216,1497.8,11.1994
225889.5199,4872661.741,3173.8,-0.45583
382070.7996,4868072.919,1460.3,9.54881
382057.4922,4868091.821,1460.3,9.49424
332981.1348,4869166.198,1806.2,-5.90758
370557.9422,4868324.868,1460.6,16.4762
373499.3069,4868268.018,1460,15.2635
376976.6297,4868202.495,1457.9,16.0423
332981.1348,4869166.198,1806.2,-5.90758
368966.9086,4868356.164,1463.9,31.3546
370423.952,4868327.488,1462.4,18.0764
370557.9422,4868324.868,1460.6,16.4362
371895.437,4868298.855,1461.5,18.3941
373499.3069,4868268.018,1460,15.2435
376976.6297,4868202.495,1457.9,16.0523
412012.0849,4867644.258,1478.2,22.402
288170.4687,4870467.27,1888.6,-31.361
378661.0732,4868190.078,1459.1,13.9227
285817.7665,4870561.672,1864.4,-30.5768
378648.5779,4868208.973,1459.1,13.9181
404844.6005,4867780.7,1494.4,20.3451
407291.9569,4867764.647,1496.8,21.7456
399978.5599,4867963.396,1462.4,18.8699
304370.0607,4870135.255,2000.1,-20.321
324829.3905,4869562.171,1623.7,-32.6082
326968.3856,4869505.911,1614.2,-33.9549
324829.3905,4869562.171,1623.7,-32.6182
326968.3856,4869505.911,1614.2,-33.9449
401851.4572,4868009.579,1464,19.6919
222278.3766,4873109.119,2712.7,-16.5733
275085.3491,4871103.098,1943.1,-37.8893
401851.4572,4868009.579,1464,19.7119
286466.8129,4870762.961,1887,-32.5499
206021.1473,4873904.236,2934.3,-11.4959
292998.4942,4870759.442,2058.3,-18.463
291462.4478,4870844.472,2051.3,-27.5844
288266.7002,4870964.634,1924.8,-31.379
334466.5254,4869684.696,1879.4,-5.30023
401589.2392,4868346.526,1464.6,20.327
334466.5254,4869684.696,1879.4,-5.27023
401589.2392,4868346.526,1464.6,20.297
288269.0743,4871038.83,1931.7,-31.3355
359779.4442,4869155.63,1544.4,19.416
359779.4442,4869155.63,1544.4,19.426
278844.0707,4871402.734,1883,-38.1162
288273.2078,4871168.006,1942.4,-31.1109
284851.3335,4871297.069,1864.7,-32.8655
328093.2284,4870032.438,1618.8,-33.4656
328093.7131,4870051.098,1618.8,-33.452
192071.5784,4875058.942,2111.3,-56.1981
192071.5784,4875058.942,2111.3,-56.2481
288278.5498,4871334.947,1954.6,-30.8
288282.1041,4871446.018,1968.5,-30.4042
199380.8007,4874907.66,3016.3,-17.6617
322981.5291,4870537.763,1642,-27.7599
346793.5077,4869943.648,1941.3,14.6012
348398.7228,4869906.682,1858.4,10.4266
322981.5291,4870537.763,1642,-27.7599
346780.6724,4869943.945,1941.3,15.2389
348385.0853,4869906.995,1858.4,10.4727
288286.252,4871575.639,1985.8,-29.8252
252672.9951,4872959.357,2065.6,-27.4329
252672.9951,4872959.357,2065.6,-27.3729
350007.3313,4870055.277,1794.1,3.98917
283144.6657,4871908.851,1886.1,-35.4804
349993.6942,4870055.586,1794.1,4.01938
279508.9095,4872047.717,1860.8,-35.8782
288292.1773,4871760.795,2000.7,-29.1981
288296.9085,4871908.631,2019,-28.6571
335692.4632,4870561.815,1948.9,-2.53725
335692.9266,4870580.475,1948.9,-2.49938
384075.9538,4869556.059,1462.4,21.9664
195758.6181,4875685.68,2123.8,-52.4355
195744.9808,4875686.308,2123.8,-52.4809
288302.2404,4872075.239,2036,-28.162
255080.3999,4873259.282,2038.5,-26.2339
326873.9543,4870990.624,1636.8,-39.9297
331285.7421,4870876.654,1723.6,-16.2472
363331.2012,4870137.174,1522.5,22.4383
255080.3999,4873259.282,2038.5,-26.2739
326873.9543,4870990.624,1636.8,-39.9597
331285.7421,4870876.654,1723.6,-16.2872
363331.2012,4870137.174,1522.5,22.4883
288306.3888,4872204.859,2054.4,-27.4396
286984.6412,4872302.887,2029.6,-31.6508
375272.5099,4870067.883,1472.4,18.5099
378480.9625,4870008.187,1474.6,15.8553
275421.4765,4872722.653,1885.5,-43.8924
280756.4747,4872543.652,1869.9,-35.846
275542.599,4872718.541,1885.4,-43.7865
280756.4747,4872543.652,1869.9,-35.886
193084.1805,4876087.835,2107,-57.5934
193071.3898,4876106.685,2107,-57.5566
281587.5144,4872589.988,1862.9,-35.8755
288311.7175,4872371.356,2066.3,-27.7865
287993.2467,4872455.828,2052.8,-28.5015
273555.7944,4872952.961,1905.3,-40.5553
304022.9299,4871998.257,2022,-23.1473
288025.271,4872603.235,2065.6,-28.413
288082.3485,4872730.715,2080.8,-27.8921
337052.1262,4871472.86,2026.6,6.8604
337052.1262,4871472.86,2026.6,6.8104
288114.968,4872896.782,2097,-27.577
280538.9812,4873273.294,1865.6,-37.1775
351759.8383,4871293.506,1661.5,0.255402
351760.2564,4871312.166,1661.5,0.212358
288133.1353,4873062.867,2116,-27.2504
288150.9262,4873192.162,2131.6,-26.3534
320887.9446,4872261.377,1673.4,-19.0351
320887.9446,4872261.377,1673.4,-19.0651
326383.6564,4872188.964,1636.2,-41.2405
326370.5123,4872207.982,1636.2,-41.2341
220318.6705,4875880.731,2059.2,-30.4512
220318.6705,4875880.731,2059.2,-30.0512
220319.4602,4875899.391,2059.2,-30.037
288210.5924,4873375.598,2145.5,-25.7828
284669.9555,4873545.439,2005.8,-36.1936
211997.6667,4876368,2315.5,-30.907
288267.6611,4873503.079,2165.7,-25.0175
305993.6639,4873033.486,2265.9,-22.9265
370337.6348,4871458.968,1467,17.9028
377034.7739,4871331.079,1459.4,13.7037
305994.2113,4873052.146,2265.9,-23.0384
370325.1693,4871477.879,1467,17.9086
377035.1208,4871349.738,1459.4,13.7002
288285.4455,4873632.263,2191.3,-24.1804
203158.2045,4876981.679,3072.6,-5.56763
353661.4031,4872010.811,1617.3,6.09616
353648.5721,4872011.095,1617.3,6.05963
288305.0113,4873817.094,2214.8,-23.1647
361322.2363,4871919.857,1559.3,21.159
361308.6036,4871920.143,1559.3,21.1503
275196.1124,4874360.957,1876.6,-47.1458
370492.4458,4871826.381,1468.5,17.942
371963.1525,4871797.746,1465.4,17.6694
373700.0934,4871764.349,1463.9,16.2814
375170.7991,4871736.428,1464.8,15.1472
361283.6677,4872031.785,1559.4,20.6995
361270.8372,4872032.054,1559.4,20.7105
288363.27,4873981.897,2235.2,-21.7121
209400.2821,4877000.998,2654.2,-27.5913
209400.2821,4877000.998,2654.2,-27.6013
325922.4327,4872960.447,1653.8,-42.6685
325922.4327,4872960.447,1653.8,-42.7085
400981.4168,4871484.861,1559.4,20.3433
401395.1894,4871478.68,1464.6,19.6184
401395.4676,4871497.339,1464.6,19.5937
255999.3189,4875282.744,2046.7,-30.4023
255985.6863,4875283.247,2046.7,-30.3937
192700.9678,4877942.256,2090.9,-59.5584
192700.9678,4877942.256,2090.9,-59.4984
279615.4133,4874471.787,1892.2,-38.5397
279669.141,4874469.996,1892.5,-39.1045
279669.7592,4874488.545,1892.5,-39.0962
354997.5783,4872537.107,1616.4,7.65212
354997.5783,4872537.107,1616.4,7.65212
414137.1218,4871671.362,1521,18.4082
414123.4905,4871671.539,1521,18.4067
296599.5281,4874260.679,3447,43.2348
296599.5281,4874260.679,3447,43.2648
206556.5213,4877813.164,3146.2,-0.65383
333489.0492,4873395.632,1811.7,-10.6211
206557.3306,4877831.38,3146.2,-0.39913
206570.9623,4877830.775,3146.1,0.54867
333489.508,4873413.847,1811.7,-10.6164
273621.5726,4875248.713,1887.6,-46.8059
278928.5675,4875106.305,1887,-41.2127
361877.9991,4872908.178,1559.7,20.3662
277473.337,4875229.425,1869.6,-45.7377
361878.3889,4872926.838,1559.7,20.4053
255463.895,4876025.499,2030.6,-31.2776
256787.7111,4875976.638,2030.6,-31.069
325425.1501,4873881.414,1653.8,-43.2783
325412.0094,4873900.323,1653.8,-43.3006
204700.6486,4878229.547,2639.8,-23.8042
356497.0992,4873244.912,1615.7,10.7046
356483.469,4873245.208,1615.7,10.6772
271200.3434,4875665.937,1901.6,-41.0181
188883.3184,4879067.109,2157.9,-56.9853
188870.5668,4879086.412,2157.9,-57.0654
220907.713,4877765.945,2019.6,-32.2558
220921.3435,4877765.369,2019.6,-32.2261
220934.1722,4877764.827,2019.5,-32.1745
271099.4723,4875836.128,1904,-40.913
359694.5087,4873361.518,1587.1,18.7403
359708.1386,4873361.229,1587.1,18.6998
220907.713,4877765.945,2019.6,-32.2558
220921.3435,4877765.369,2019.6,-32.2261
220934.1722,4877764.827,2019.5,-32.1745
271099.4723,4875836.128,1904,-40.913
359694.5087,4873361.518,1587.1,18.7403
359708.1386,4873361.229,1587.1,18.6998
402134.6751,4872615.731,1465.7,18.8826
192715.9349,4879110.167,2081.7,-60.3145
192715.9349,4879110.167,2081.7,-60.2845
192728.7636,4879109.57,2081.6,-60.299
327843.0789,4874299.596,1648.4,-30.2088
330501.6447,4874230.882,1741,-14.0075
273511.1493,4875938.397,1891.2,-47.52
286339.1791,4875511.131,2121.1,-27.5168
327829.4493,4874299.951,1648.4,-30.2311
330501.6447,4874230.882,1741,-14.0275
375199.1024,4873235.862,1465.4,14.7369
311262.7865,4874826.544,2990.4,6.54847
311263.3068,4874844.76,2990.4,8.08917
275260.3446,4876249.412,1882.4,-49.4492
333920.9923,4874588.419,1899.5,-3.44093
194290.6593,4879575.055,2121.3,-55.5814
333920.9923,4874588.419,1899.5,-3.48093
194291.5234,4879593.715,2121.4,-55.5771
219227.3899,4878541.763,2752.7,-23.5955
219213.7608,4878542.343,2752.7,-22.3981
332787.8251,4874728.469,1919.3,-2.36583
396453.5877,4873424.387,1486.2,12.0622
260570.0991,4876950.912,2008.3,-36.7796
332787.8251,4874728.469,1919.3,-2.40583
396453.5877,4873424.387,1486.2,12.0622
205661.1241,4879355.509,3206.2,-6.86333
358525.3226,4874312.627,1607.2,15.5127
362532.7322,4874228.056,1554.5,19.0239
205647.4954,4879356.116,3206.2,-6.47043
205661.1241,4879355.509,3206.2,-6.85333
358511.6947,4874312.918,1607.2,15.5414
362519.9059,4874228.323,1554.5,19.0254
228657.3422,4878388.651,2884.6,-10.4687
228658.109,4878407.311,2884.6,-9.80763
228644.4805,4878407.871,2884.6,-8.45703
207614.8892,4879324.34,2979.7,-13.9891
348361.0955,4874704.615,1796.2,2.08453
348361.5134,4874722.831,1796.2,2.03787
320859.9742,4875670.734,1697.4,-29.8296
320860.4802,4875689.394,1697.4,-29.903
293128.0749,4876592.029,3652.1,45.5105
361462.953,4874805.654,1570.3,18.8755
366406.2613,4874703.864,1502.7,15.6362
370560.8162,4874621.176,1466.1,15.1549
293128.0749,4876592.029,3652.1,45.5105
361462.953,4874805.654,1570.3,18.9055
366406.2613,4874703.864,1502.7,15.6862
370547.1895,4874621.443,1466.1,15.1667
373622.8043,4874728.572,1464.9,12.7944
376975.6962,4874665.297,1461.8,11.4455
380182.7035,4874606.368,1465.8,7.68866
383241.4219,4874551.614,1465.2,5.71687
386448.4252,4874495.727,1481,6.93534
389801.3085,4874438.963,1486.2,8.02917
392205.957,4874399.3,1502.1,10.6099
373623.159,4874747.121,1464.9,12.731
376963.2168,4874684.085,1461.8,11.4422
380169.4135,4874625.164,1465.8,7.72239
383241.7496,4874570.163,1465.2,5.68551
386448.7439,4874514.276,1481,6.94088
389787.9915,4874457.739,1486.2,8.02397
392192.6332,4874418.071,1502.1,10.6089
384886.0503,4874559.979,1470,2.50393
389013.2085,4874489.371,1481.3,7.52971
237161.7453,4878897.743,2911.1,-6.59773
237148.8616,4878916.946,2911.2,-5.24923
237136.7618,4878935.672,2911.2,-6.12023
362405.3006,4875156.432,1570,16.1587
362405.3006,4875156.432,1570,16.1687
372024.4464,4874963.114,1474.6,31.3684
324095.2755,4876158.335,1677.3,-35.4016
401108.9668,4874649.011,1475.8,17.154
417138.1623,4874428.561,1565.5,20.876
401108.9668,4874649.011,1475.8,17.154
417125.3384,4874428.722,1565.5,20.8953
211061.0575,4880377.874,3171.4,-6.82383
192759.6688,4881223.274,2080.9,-57.3434
352540.7011,4875721.171,1701.7,8.11899
357202.9586,4875618.746,1625.8,14.3313
192760.5326,4881241.824,2080.9,-57.3896
273580.9641,4877974.695,1897.9,-50.0685
352528.2914,4875740.006,1701.7,8.14565
357203.3596,4875637.295,1625.8,14.3182
324171.1633,4876508.214,1691.6,-28.8069
324157.5381,4876508.577,1691.6,-28.8158
242475.9319,4879300.155,2701.4,-14.931
184357.6147,4881898.409,2257.6,-45.4184
303262.8496,4877449.914,2326.5,-24.8726
246816.8734,4879447.59,2821.8,-10.999
323701.824,4876983.778,1712.1,-26.4071
401039.6327,4875372.272,1481.9,18.1378
276805.7693,4878421.124,1932.7,-45.0431
323689.4994,4877002.78,1712.1,-26.4607
401026.2882,4875391.136,1481.9,18.0921
259354.0642,4879200.95,2014.1,-38.1912
319299.5469,4877306.739,1770,-25.2552
319299.5469,4877306.739,1770,-25.2752
256673.3871,4879410.34,2509.7,-19.0202
195123.4791,4881967.078,2150.2,-51.5287
195124.3415,4881985.739,2150.3,-51.6152
195124.3415,4881985.739,2150.3,-51.5952
260790.3712,4879352.385,1997,-39.5155
216033.5041,4881163.809,3021.1,-13.4112
194438.0161,4882184.355,2139.7,-53.5237
194426.058,4882203.61,2139.7,-53.61
407457.9394,4875779.263,1482.6,15.7698
194426.058,4882203.61,2139.7,-53.6
407444.3164,4875779.454,1482.6,15.7367
406189.1218,4875834.045,1470.3,16.2995
372053.1331,4876444.007,1476.1,15.0716
375258.5243,4876382.686,1471.5,14.3695
192894.1245,4882385.961,2064,-59.5133
192894.1245,4882385.961,2064.1,-59.5319
192882.1555,4882404.885,2064.1,-59.4508
355896.3581,4876962.039,1651.4,9.98058
264009.2009,4879607.307,1973.8,-39.6396
272423.3788,4879311.81,1909.8,-49.6439
275762.5981,4879197.518,1924.8,-43.0539
279234.8369,4879080.468,2064.7,-35.9519
355896.3581,4876962.039,1651.4,10.0106
202947.1163,4882111.127,2957.1,-24.1807
202934.3184,4882130.068,2957.1,-23.6012
303694.1444,4878493.083,2246.4,-29.1681
303013.0242,4878513.373,2246.4,-29.2821
356182.0655,4877196.614,1658.1,9.4569
356182.4695,4877215.162,1658.1,9.46827
362714.9563,4877168.561,1563,11.5002
362715.3443,4877187.221,1563,11.497
250428.0343,4880514.716,3040,-1.26833
250428.7401,4880533.376,3040,-2.68343
250416.6209,4880552.411,3040.1,-2.27363
250416.6209,4880552.411,3040.1,-2.25363
316046.0556,4878526.604,1910.5,-20.1741
316032.9417,4878545.199,1910.5,-20.4302
401076.5503,4876927.039,1482.5,15.2078
401076.8281,4876945.587,1482.5,15.1514
365931.3731,4877658.16,1510,12.6638
365931.7521,4877676.82,1510,12.6105
212816.9713,4882601.3,3601.2,22.6849
212804.964,4882620.519,3601.2,24.8519
390798.5233,4877385.218,1491,7.97476
260577.2566,4880843.341,2011,-39.3317
266586.3807,4880628.005,1955.6,-38.3031
192488.2124,4883722.216,2052.8,-58.3072
192488.2124,4883722.216,2052.8,-58.3072
192501.8334,4883721.581,2052.8,-58.3592
322953.3266,4878948.727,1703.5,-28.6149
